id,convenio_id,tipo_evento_id,numero_documento,fecha_documento,tipo_resolucion_norm,observacion_raw,columna_fuente
688ec7ce-c8a1-43cd-9435-ee1c7c9af46f,bb951545-1d9b-479e-a32b-9fa45e58074f,0df1c4b6-ef93-4a00-a85a-acfafe36d421,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
a3898461-6112-4bc3-bba4-ad13dca57e86,bb951545-1d9b-479e-a32b-9fa45e58074f,a2f5100f-2a50-4a51-a795-dde18abad7f9,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
91f12bcd-10ba-4c2f-85a9-b65a02e97b65,bb951545-1d9b-479e-a32b-9fa45e58074f,671a8729-afed-428c-b81b-0dc36733afb8,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
f2467c76-4c1c-48c7-ae37-561b0f2750e2,196ba81e-8a05-4e95-9cfa-9ca03d806b61,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
bd404b30-8259-45d1-bf83-fc0af514fd05,196ba81e-8a05-4e95-9cfa-9ca03d806b61,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
b6025f99-0740-4b56-9437-4875498635ac,196ba81e-8a05-4e95-9cfa-9ca03d806b61,8d80c2b8-875d-43a9-bb4e-117ed9aab422,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
d8c03428-7bf3-4d63-b724-79ec52efcc1a,196ba81e-8a05-4e95-9cfa-9ca03d806b61,ef2a95fc-fe72-4284-85e5-15897c60881c,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
36c39874-64ef-4493-b87d-54ac21c1968d,196ba81e-8a05-4e95-9cfa-9ca03d806b61,0df1c4b6-ef93-4a00-a85a-acfafe36d421,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
0d9c1176-d049-46a0-bef2-8ff96747b3f8,196ba81e-8a05-4e95-9cfa-9ca03d806b61,a2f5100f-2a50-4a51-a795-dde18abad7f9,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
152a4e46-de75-41d0-9f07-fbbfc64229a9,196ba81e-8a05-4e95-9cfa-9ca03d806b61,671a8729-afed-428c-b81b-0dc36733afb8,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
222072b7-e12c-431d-a961-4408705149fb,b8b2510d-3ecb-4261-8b0b-03867b670f25,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
a4b5a9dd-7262-4331-9204-4a39fb65f819,b8b2510d-3ecb-4261-8b0b-03867b670f25,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
7ba54f1c-3c2b-4e49-8c65-5d63740fa3fc,b8b2510d-3ecb-4261-8b0b-03867b670f25,8d80c2b8-875d-43a9-bb4e-117ed9aab422,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
4cf94824-5cf7-408b-a6f6-ca2e02b3efbf,b8b2510d-3ecb-4261-8b0b-03867b670f25,ef2a95fc-fe72-4284-85e5-15897c60881c,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
5075fb65-37b4-43ec-b4bc-652622d9e7d6,b8b2510d-3ecb-4261-8b0b-03867b670f25,0df1c4b6-ef93-4a00-a85a-acfafe36d421,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
1955873e-d07c-4f72-babb-dc5575dd0c0c,b8b2510d-3ecb-4261-8b0b-03867b670f25,a2f5100f-2a50-4a51-a795-dde18abad7f9,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
484c4264-1b48-4184-97ea-2f1e6bdc45b2,b8b2510d-3ecb-4261-8b0b-03867b670f25,671a8729-afed-428c-b81b-0dc36733afb8,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
329097e1-52f2-4736-a3e2-5113a4f05222,3f57b913-845b-485f-abcc-f25e1026f06c,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
34fce677-d1cf-480a-8527-72d35f9d5898,3f57b913-845b-485f-abcc-f25e1026f06c,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
b86abbeb-8f24-4812-ab37-2a31d757b0f4,3f57b913-845b-485f-abcc-f25e1026f06c,8d80c2b8-875d-43a9-bb4e-117ed9aab422,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
359fad6d-96e2-4e0d-b28c-b2425f68ed38,3f57b913-845b-485f-abcc-f25e1026f06c,ef2a95fc-fe72-4284-85e5-15897c60881c,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
0ecb2919-4c1c-4766-b3bf-174197766615,3f57b913-845b-485f-abcc-f25e1026f06c,0df1c4b6-ef93-4a00-a85a-acfafe36d421,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
33902244-2734-4c2d-86fd-07710287da30,3f57b913-845b-485f-abcc-f25e1026f06c,a2f5100f-2a50-4a51-a795-dde18abad7f9,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
f495026c-e802-4af4-871b-53b3d6e772d1,3f57b913-845b-485f-abcc-f25e1026f06c,671a8729-afed-428c-b81b-0dc36733afb8,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
fe029f45-ba1d-4f79-b4f6-67c1556663a8,8c6dccd9-6cde-4a87-8e39-229ef7ff23a1,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
b542a1e3-8d4c-4dc9-803c-220838b70098,8c6dccd9-6cde-4a87-8e39-229ef7ff23a1,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
5a63c700-bd5c-48a5-9f70-bd8ca9b36025,8c6dccd9-6cde-4a87-8e39-229ef7ff23a1,8d80c2b8-875d-43a9-bb4e-117ed9aab422,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
3a861afc-c5ad-4c9b-99ca-bb1268283524,8c6dccd9-6cde-4a87-8e39-229ef7ff23a1,ef2a95fc-fe72-4284-85e5-15897c60881c,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
5a577eb9-ce52-4d35-86c2-eb3ff52e40d3,8c6dccd9-6cde-4a87-8e39-229ef7ff23a1,0df1c4b6-ef93-4a00-a85a-acfafe36d421,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
749109a6-324b-4c96-9413-7075f8618c65,8c6dccd9-6cde-4a87-8e39-229ef7ff23a1,a2f5100f-2a50-4a51-a795-dde18abad7f9,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
92ad366b-dd63-48ca-bf75-47580e48a7bc,8c6dccd9-6cde-4a87-8e39-229ef7ff23a1,671a8729-afed-428c-b81b-0dc36733afb8,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
abc2beb6-5396-45f3-8658-bfc8ffbf0dce,aa2e3b3f-270c-4a81-ab07-880f335cf6dc,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
a0f44b2b-0215-42bf-9446-39d1e1077997,aa2e3b3f-270c-4a81-ab07-880f335cf6dc,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
2dc8f3db-7408-4cfb-9e81-f5a45e70b0c1,aa2e3b3f-270c-4a81-ab07-880f335cf6dc,8d80c2b8-875d-43a9-bb4e-117ed9aab422,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
2692b06c-9503-47f6-81dd-08d7b42ed774,aa2e3b3f-270c-4a81-ab07-880f335cf6dc,ef2a95fc-fe72-4284-85e5-15897c60881c,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
462f9e0a-6207-4411-a92c-de444c2455dc,aa2e3b3f-270c-4a81-ab07-880f335cf6dc,0df1c4b6-ef93-4a00-a85a-acfafe36d421,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
76f78122-ffe9-4f10-9635-e41bfdbf0ca0,aa2e3b3f-270c-4a81-ab07-880f335cf6dc,a2f5100f-2a50-4a51-a795-dde18abad7f9,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
8e3cf01b-3c6f-4947-92c3-5ca20a587067,aa2e3b3f-270c-4a81-ab07-880f335cf6dc,671a8729-afed-428c-b81b-0dc36733afb8,320/20.02.2025,,,320/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
d9feac18-a044-4a8e-a24b-9369ff0e6386,ff7bbec9-fca1-4695-97c7-8dd174722c5c,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
a34cf877-1e9f-469a-9d45-353455bd9e9c,ff7bbec9-fca1-4695-97c7-8dd174722c5c,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
e722e489-0a0d-4ece-b8eb-960a9e636a72,ff7bbec9-fca1-4695-97c7-8dd174722c5c,8d80c2b8-875d-43a9-bb4e-117ed9aab422,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
dfb5d157-27f3-4c49-a51f-f65c593fd9bc,ff7bbec9-fca1-4695-97c7-8dd174722c5c,ef2a95fc-fe72-4284-85e5-15897c60881c,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
4dd58411-9dc0-480f-904a-e49141b8a1b0,ff7bbec9-fca1-4695-97c7-8dd174722c5c,0df1c4b6-ef93-4a00-a85a-acfafe36d421,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
165a587a-7e5b-45b1-92ec-9c0b4dbdf1d0,ff7bbec9-fca1-4695-97c7-8dd174722c5c,a2f5100f-2a50-4a51-a795-dde18abad7f9,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
3db0d661-7f3e-42b3-bd3b-ceadb0298cab,ff7bbec9-fca1-4695-97c7-8dd174722c5c,671a8729-afed-428c-b81b-0dc36733afb8,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
26f1d2f2-ff17-4130-bbca-99d768d643fb,406acf32-65fb-436e-8357-832b193e6e10,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,346/27.02.2025,,,346/27.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
9c071003-50bf-47cd-9a1d-550c84394553,406acf32-65fb-436e-8357-832b193e6e10,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,346/27.02.2025,,,346/27.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
e75c39ae-1377-44b4-9d73-d0679a458dcd,406acf32-65fb-436e-8357-832b193e6e10,8d80c2b8-875d-43a9-bb4e-117ed9aab422,346/27.02.2025,,,346/27.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
fec5af73-fd30-4f04-a5ff-41c522430fea,406acf32-65fb-436e-8357-832b193e6e10,ef2a95fc-fe72-4284-85e5-15897c60881c,346/27.02.2025,,,346/27.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
b289d2b8-fdf5-4ee4-9d3e-a35fa370ba29,406acf32-65fb-436e-8357-832b193e6e10,0df1c4b6-ef93-4a00-a85a-acfafe36d421,346/27.02.2025,,,346/27.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
ddf94fbb-1268-4309-bc0a-b53a8e1a1a45,406acf32-65fb-436e-8357-832b193e6e10,a2f5100f-2a50-4a51-a795-dde18abad7f9,346/27.02.2025,,,346/27.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
f485975f-dd71-4537-bcdf-80b9b22812b8,406acf32-65fb-436e-8357-832b193e6e10,671a8729-afed-428c-b81b-0dc36733afb8,346/27.02.2025,,,346/27.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
69fb5702-a32d-47c8-8c49-02359b4f202b,19d7588c-4c32-43a7-a0d8-eb1a313900b9,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
1d7cdc43-2bd9-4505-b505-5ae5d7316099,19d7588c-4c32-43a7-a0d8-eb1a313900b9,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
3e0a0899-3c66-487e-bbc5-0481b4ee7b99,19d7588c-4c32-43a7-a0d8-eb1a313900b9,8d80c2b8-875d-43a9-bb4e-117ed9aab422,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
89c81af6-57be-4093-bec6-fbeabb16870e,19d7588c-4c32-43a7-a0d8-eb1a313900b9,ef2a95fc-fe72-4284-85e5-15897c60881c,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
89dbe002-b15a-4c83-b7a6-ce6ac4cd593d,19d7588c-4c32-43a7-a0d8-eb1a313900b9,0df1c4b6-ef93-4a00-a85a-acfafe36d421,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
a37a4849-6e62-48ba-992c-7ea533bc6abf,19d7588c-4c32-43a7-a0d8-eb1a313900b9,a2f5100f-2a50-4a51-a795-dde18abad7f9,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
4016aea3-d9a7-4bc2-901e-99f9f0afb3d5,19d7588c-4c32-43a7-a0d8-eb1a313900b9,671a8729-afed-428c-b81b-0dc36733afb8,321/20.02.2025,,,321/20.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
135fc034-8cd8-4885-b437-8f3eacd80d45,e17eecb3-7c15-4c5a-8620-0982488734c7,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
2846d3ae-6d4b-43b4-8a4d-c860a5ce8991,e17eecb3-7c15-4c5a-8620-0982488734c7,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
e120073b-c67c-4972-a397-320aac3c67ca,e17eecb3-7c15-4c5a-8620-0982488734c7,8d80c2b8-875d-43a9-bb4e-117ed9aab422,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
f85ef2c5-38d8-4331-9770-23d7854b494a,e17eecb3-7c15-4c5a-8620-0982488734c7,ef2a95fc-fe72-4284-85e5-15897c60881c,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
45d1e916-85ea-4c8a-8ac0-96217e2dc8df,e17eecb3-7c15-4c5a-8620-0982488734c7,0df1c4b6-ef93-4a00-a85a-acfafe36d421,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
900cbb56-8507-40bf-a209-edd6de92d895,e17eecb3-7c15-4c5a-8620-0982488734c7,a2f5100f-2a50-4a51-a795-dde18abad7f9,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
7be29d56-fb82-46f8-b536-0acdb3acb30c,e17eecb3-7c15-4c5a-8620-0982488734c7,671a8729-afed-428c-b81b-0dc36733afb8,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
d009f6a7-a7ef-4c72-91a1-0fa2d32ed760,c5b5ca04-0441-4dc6-93ee-df2708c9024d,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,481/25.03.2025,,,481/25.03.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
cf9fa947-ee8a-4cdc-96b6-297d29c21755,c5b5ca04-0441-4dc6-93ee-df2708c9024d,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,481/25.03.2025,,,481/25.03.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
1ac58dec-e014-48bb-83ee-e21d001460b9,c5b5ca04-0441-4dc6-93ee-df2708c9024d,8d80c2b8-875d-43a9-bb4e-117ed9aab422,481/25.03.2025,,,481/25.03.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
