id,nombre_original,nombre_normalizado,nombre_nlp,rut,fuente_original,tipo_institucion
d7de325a-c082-458c-bdf2-aa0c37ba1981,SINDICATO DE TRABAJADORES INDEPENDIENTES DE RECOLECTORES DE ORILLA DE MAR SECTOR SUR –COLMUYAO,SINDICATO DE TRABAJADORES INDEPENDIENTES DE RECOLECTORES DE ORILLA DE MAR SECTOR SUR –COLMUYAO,SINDICATO TRABAJADORES INDEPENDIENTES RECOLECTORES ORILLA MAR SECTOR SUR –COLMUYAO,65.028.904-8,PROGS,OTROS
03d05f1f-906b-44eb-a18a-1afdd702e7aa,"CENTRO GENERAL DE PADRES Y APODERADOS DE LA ESCUELA BÁSICA DE ÑIPAS, DE LA COMUNA DE RÁNQUIL","CENTRO GENERAL DE PADRES Y APODERADOS DE LA ESCUELA BÁSICA DE ÑIPAS, DE LA COMUNA DE RÁNQUIL",CENTRO PADRES APODERADOS ESCUELA BÁSICA ÑIPAS COMUNA RÁNQUIL,65.095.388-6,PROGS,OTROS
91d6b13e-fad7-45c7-9287-21945360c24d,"AGRUPACIÓN CULTURAL, DEPORTIVA Y SOCIAL DE MUJERES EMPRENDEDORAS LAS GUERRERAS DE SAN JOSÉ","AGRUPACIÓN CULTURAL, DEPORTIVA Y SOCIAL DE MUJERES EMPRENDEDORAS LAS GUERRERAS DE SAN JOSÉ",AGRUPACIÓN MUJERES EMPRENDEDORAS GUERRERAS SAN JOSÉ,65.178.199-K,PROGS,OSC
1e559fca-d277-4bb2-82c1-8d8484f7191a,AGRUPACIÓN DE PERSONAS CON CAPACIDADES DIFERENTES ABRIENDO NUEVAS ESPERANZAS DE LUCUMÁVIDA,AGRUPACIÓN DE PERSONAS CON CAPACIDADES DIFERENTES ABRIENDO NUEVAS ESPERANZAS DE LUCUMÁVIDA,AGRUPACIÓN PERSONAS CON CAPACIDADES DIFERENTES ABRIENDO NUEVAS ESPERANZAS LUCUMÁVIDA,65.213.853-5,PROGS,OSC
b3e511e7-7b51-4cda-8c61-6ea65bae9021,"CENTRO DE PADRES Y APODERADOS DE LA ESCUELA BÁSICA PUEBLO SECO, DE LA UNIDAD VECINAL N°12","CENTRO DE PADRES Y APODERADOS DE LA ESCUELA BÁSICA PUEBLO SECO, DE LA UNIDAD VECINAL N°12",CENTRO PADRES APODERADOS ESCUELA BÁSICA PUEBLO SECO UNIDAD N°12,65.970.840-K,PROGS,OSC
978730bc-a174-4a52-baff-a5e2cf22fa74,"CENTRO GENERAL DE PADRES Y APODERADOS, LICEO POLIVALENTE JUAN ARTURO PACHECO ALTAMIRANO","CENTRO GENERAL DE PADRES Y APODERADOS, LICEO POLIVALENTE JUAN ARTURO PACHECO ALTAMIRANO",CENTRO PADRES APODERADOS LICEO POLIVALENTE JUAN ARTURO PACHECO ALTAMIRANO,65.129.229-8,PROGS,OTROS
864c1158-1d0b-46a3-a1ef-4a49988bbe01,CORPORACION DE EX ALUMNAS DEL COLEGIO DE LA PURISIMA CONCEPCION DE CHILLAN Y CHILLANJAS,CORPORACION DE EX ALUMNAS DEL COLEGIO DE LA PURISIMA CONCEPCION DE CHILLAN Y CHILLANJAS,CORPORACION EX ALUMNAS COLEGIO PURISIMA CONCEPCION CHILLAN CHILLANJAS,70.709.900-3,PROGS,OSC
cc753b5c-d705-48c6-bb21-c9c63ac551d8,COMITÉ DE MUJERES CAMPESINAS DE HORTALIZAS AVES Y FRUTOS DE LA TIERRA DE CAMPANARIO,COMITÉ DE MUJERES CAMPESINAS DE HORTALIZAS AVES Y FRUTOS DE LA TIERRA DE CAMPANARIO,COMITÉ MUJERES CAMPESINAS HORTALIZAS AVES FRUTOS TIERRA CAMPANARIO,65.194.819-3,PROGS,OSC
209b04e2-93f8-4184-b796-69e13caaa10c,CENTRO GENERAL DE PADRES Y APODERADOS DEL LICEO POLIVALENTE REPÚBLICA DEL PARAGUAY,CENTRO GENERAL DE PADRES Y APODERADOS DEL LICEO POLIVALENTE REPÚBLICA DEL PARAGUAY,CENTRO PADRES APODERADOS LICEO POLIVALENTE REPÚBLICA PARAGUAY,65.180.297-0,PROGS,OTROS
5d5ebc4b-ac45-40c8-84a4-aa564d155d88,FEDERACIÓN NACIONAL DE ASISTENTES DE LA EDUCACIÓN PUBLICA DE CHILE- FENADEP-CHILE,FEDERACIÓN NACIONAL DE ASISTENTES DE LA EDUCACIÓN PUBLICA DE CHILE- FENADEP-CHILE,FEDERACIÓN NACIONAL ASISTENTES EDUCACIÓN PUBLICA CHILE FENADEP CHILE,73.319.800-1,PROGS,OTROS
a2cff449-97b1-4874-8693-49ebe292cd24,CENTRO DE PADRES Y APODERADOS DE LA ESCUELA E-112 GENERAL JOSÉ MIGUEL CARRERA V.,CENTRO DE PADRES Y APODERADOS DE LA ESCUELA E-112 GENERAL JOSÉ MIGUEL CARRERA V.,CENTRO PADRES APODERADOS ESCUELA E 112 JOSÉ MIGUEL CARRERA V,65.563.850-4,PROGS,OSC
5c6338d5-f79f-4482-87b0-a1bcc8c61db6,ASOCIACION DE CRIADORES DE CABALLOS DE LA RAZA CHILENA DE LA PROVINCIA DEL ITATA,ASOC CRIADORES DE CABALLOS DE LA RAZA CHILENA DE LA PROVINCIA DEL ITATA,ASOC CRIADORES CABALLOS RAZA CHILENA PROVINCIA ITATA,65.205.566-4,PROGS,OSC
eac832fe-5d63-438a-86f3-c56033416749,FEDERACION REGIONAL DE UNIONES COMUNALES DE ADULTOS MAYORES DE LA REGION ÑUBLE,FEDERACION REGIONAL DE UNIONES COMUNALES DE ADULTOS MAYORES DE LA REGION ÑUBLE,FEDERACION REGIONAL UNIONES COMUNALES ADULTOS MAYORES REGION,65.091.237-3,PROGS,OTROS
7f561668-2c61-41b7-b183-703a352bf9f7,AGRUPACION SOCIAL Y CULTURAL DE COMERCIANTES DEL MERCADO MUNICIPAL DE QUIRIHUE,AGRUPACION SOCIAL Y CULTURAL DE COMERCIANTES DEL MERCADO MUNICIPAL DE QUIRIHUE,AGRUPACION COMERCIANTES MERCADO MUNICIPAL QUIRIHUE,65.209.748-0,PROGS,MUNICIPALIDAD
95aa3c32-116b-4d7d-9f50-283add0e6056,SINDICATO DE TRABAJADORES INTEREMPRESAS COAN CHILE LTDA. Y OTROS NICANOR PARRA,SINDICATO DE TRABAJADORES INTEREMPRESAS COAN CHILE LTDA. Y OTROS NICANOR PARRA,SINDICATO TRABAJADORES INTEREMPRESAS COAN CHILE LTDA OTROS NICANOR PARRA,65.079.549-0,PROGS,EMPRESA
44bc35d6-2817-4fea-b30c-a338dc6d6802,"CENTRO DE DESARROLLO JUVENIL DEPORTIVO, CULTURAL Y SOCIAL JUVENTUD SAN CARLOS","CENTRO DE DESARROLLO JUVENIL DEPORTIVO, CULTURAL Y SOCIAL JUVENTUD SAN CARLOS",CENTRO DESARROLLO JUVENTUD SAN CARLOS,65.212.559-K,PROGS,OTROS
c8b5e6b3-70aa-47e1-8dbb-ef2967eac0ec,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA ESPECIAL DE LENGUAJE SONRISAS,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA ESPECIAL DE LENGUAJE SONRISAS,CENTRO PADRES APODERADOS ESCUELA ESPECIAL LENGUAJE SONRISAS,65.188.088-2,PROGS,OTROS
4e1036b0-5b9c-4213-839a-78cb7ce0d01a,CENTRO GENERAL CULTURAL Y DEPORTIVO DE PADRES Y APODERADOS MANITOS MAGICAS,CENTRO GENERAL CULTURAL Y DEPORTIVO DE PADRES Y APODERADOS MANITOS MAGICAS,CENTRO PADRES APODERADOS MANITOS MAGICAS,65.210.005-8,PROGS,OTROS
f734a1df-c8f2-4944-80cb-fad7f7ca8a05,AGRUPACIÓN DE ADULTOS MAYORES JUBILADOS DE LA SALUD HOSPITAL SAN CARLOS.,AGRUPACIÓN DE ADULTOS MAYORES JUBILADOS DE LA SALUD HOSPITAL SAN CARLOS.,AGRUPACIÓN ADULTOS MAYORES JUBILADOS SALUD HOSPITAL SAN CARLOS,65.034.126-0,PROGS,OSC
ddd70a06-4e99-44e7-9786-2db6f5abf267,CLUB DEPORTIVO SOCIAL Y CULTURAL GRUPO ECUESTRE CAMPESINOS DE SAN MIGUEL,CD SOCIAL Y CULTURAL GRUPO ECUESTRE CAMPESINOS DE SAN MIGUEL,CD GRUPO ECUESTRE CAMPESINOS SAN MIGUEL,65.194.365-5,PROGS,OSC
f0bad87b-c456-424d-87fe-0fea08f996c8,CLUB DEPORTIVO MULTIDISCIPLINARIO SOCIAL Y CULTURAL COIHUECO ALTERNATIVO,CD MULTIDISCIPLINARIO SOCIAL Y CULTURAL COIHUECO ALTERNATIVO,CD MULTIDISCIPLINARIO COIHUECO ALTERNATIVO,65.114.149-4,PROGS,OSC
93ebb513-ff72-4ad1-bb3d-57449189f9c2,CENTRO CULTURAL PATRIMONIAL TURÍSTICO Y DEPORTIVO HUELLAS DEL DIGUILLIN,CENTRO CULTURAL PATRIMONIAL TURÍSTICO Y DEPORTIVO HUELLAS DEL DIGUILLIN,CENTRO PATRIMONIAL TURÍSTICO HUELLAS DIGUILLIN,65.187.869-1,PROGS,OTROS
cde5db0a-655c-44b6-b2bb-b62f26fcf3d6,AGRUPACIÓN ARTÍSTICA CULTURAL Y DEPORTIVA LICEO POLIVALENTE SAN NICOLÁS,AGRUPACIÓN ARTÍSTICA CULTURAL Y DEPORTIVA LICEO POLIVALENTE SAN NICOLÁS,AGRUPACIÓN ARTÍSTICA LICEO POLIVALENTE SAN NICOLÁS,65.179.672-5,PROGS,OSC
e77db29b-a1f2-4873-8f60-c3a7b79d1021,AGRUPACION ADULTOS MAYORES BRISAS DEL ITATA ORILLA ITATA DE PORTEZUELO,AGRUPACION ADULTOS MAYORES BRISAS DEL ITATA ORILLA ITATA DE PORTEZUELO,AGRUPACION ADULTOS MAYORES BRISAS ITATA ORILLA ITATA PORTEZUELO,65.050.661-8,PROGS,OSC
fc9ac03a-7139-4de8-bc1a-75509098521a,UNION COMUNAL DE CLUBES DEPORTIVOS ASOCIACION DE FUTBOL RURAL PONIENTE,UNION COMUNAL DE CLUBES DEPORTIVOS ASOCIACION DE FUTBOL RURAL PONIENTE,UNION COMUNAL CLUBES DEPORTIVOS ASOCIACION FUTBOL RURAL PONIENTE,65.130.820-8,PROGS,OSC
e44b77cb-aabd-4624-984f-253de314d45f,"COMITÉ DE ADELANTO Y DESAROLLO LOS AROMOS, PRO DEFENSA DEL RIO CHILLÁN","COMITÉ DE ADELANTO Y DESAROLLO LOS AROMOS, PRO DEFENSA DEL RIO CHILLÁN",COMITÉ ADELANTO DESAROLLO AROMOS PRO DEFENSA RIO CHILLÁN,65.846.340-3,PROGS,OSC
5d5f61d8-1f08-4727-bc3e-675d4223652d,"CLUB SOCIAL, CULTURAL, DEPORTIVO, ECOLOGICO E INCLUSIVO ALIANZA NEGRA","CLUB SOCIAL, CULTURAL, DEPORTIVO, ECOLOGICO E INCLUSIVO ALIANZA NEGRA",CLUB ECOLOGICO E INCLUSIVO ALIANZA NEGRA,65.134.317-8,PROGS,OSC
fc4fc7ca-057d-4dac-a9f6-52dee4bdebad,CENTRO DE PADRES Y APODERADOS ESC G136 PROF MANUEL CASTILLO COCHARCAS,CENTRO DE PADRES Y APODERADOS ESC G136 PROF MANUEL CASTILLO COCHARCAS,CENTRO PADRES APODERADOS ESC G136 PROF MANUEL CASTILLO COCHARCAS,65.423.720-4,PROGS,OSC
22ae7099-0394-4ba5-921e-ef1ad9d389ed,CENTRO DE PADRES Y APODERADOS DE LA ESCUELA G 27 DE TAUCO DE TREHUACO,CENTRO DE PADRES Y APODERADOS DE LA ESCUELA G 27 DE TAUCO DE TREHUACO,CENTRO PADRES APODERADOS ESCUELA G 27 TAUCO TREHUACO,65.148.370-0,PROGS,OSC
1aebc703-1cce-477f-bceb-d18f582df66d,CENTRO DE PADRES Y APODERADOS ESCUELA G-349 PASO EL ROBLE CHILLANCITO,CENTRO DE PADRES Y APODERADOS ESCUELA G-349 PASO EL ROBLE CHILLANCITO,CENTRO PADRES APODERADOS ESCUELA G 349 PASO ROBLE CHILLANCITO,65.159.380-8,PROGS,OSC
009a0768-3aac-4dd0-90ea-f4274830e7b4,"FEDERACIÓN CAMPESINA INDEPENDIENTE DEL AGRO VIOLETA PARRA, SAN CARLOS","FEDERACIÓN CAMPESINA INDEPENDIENTE DEL AGRO VIOLETA PARRA, SAN CARLOS",FEDERACIÓN INDEPENDIENTE AGRO VIOLETA PARRA SAN CARLOS,65.089.909-1,PROGS,OTROS
94ae53b1-1875-42cb-9e12-3830c2c72873,CORPORACIÓN HISTÓRICA Y CULTURAL BERNARDO O'HIGGINS DE CHILLÁN VIEJO,CORPORACIÓN HISTÓRICA Y CULTURAL BERNARDO O'HIGGINS DE CHILLÁN VIEJO,CORPORACIÓN HISTÓRICA BERNARDO O'HIGGINS CHILLÁN VIEJO,65.794.510-2,PROGS,OSC
5a5f4469-ab8e-402f-846c-2dcf51204d24,CENTRO DE PADRES Y APODERADOS ESCUELA D-99 DIEGO PORTALES PALAZUELOS,CENTRO DE PADRES Y APODERADOS ESCUELA D-99 DIEGO PORTALES PALAZUELOS,CENTRO PADRES APODERADOS ESCUELA D 99 DIEGO PORTALES PALAZUELOS,65.999.505-0,PROGS,OSC
d7b1aa3a-877b-48a2-bc05-b422a984a176,CENTRO GENERAL DE PADRES Y APODERADOS DE LA ESCUELA REYES DE ESPAÑA.,CENTRO GENERAL DE PADRES Y APODERADOS DE LA ESCUELA REYES DE ESPAÑA.,CENTRO PADRES APODERADOS ESCUELA REYES ESPAÑA,65.188.313-K,PROGS,OTROS
e7e31488-3052-4a1b-8669-a4296f518afb,COMITÉ HABITACIONAL DE PROTECCIÓN AL PATRIMONIO FAMILIAR EL PROGRESO,COMITÉ HABITACIONAL DE PROTECCIÓN AL PATRIMONIO FAMILIAR EL PROGRESO,COMITÉ HABITACIONAL PROTECCIÓN AL PATRIMONIO FAMILIAR PROGRESO,65.080.175-K,PROGS,OSC
d07720e5-fbe2-4ce6-82dc-f845671016c0,GRUPO DE CUIDADORES DE PERSONAS CON DEPENDENCIA “CUNA DE CUIDADORES”,GRUPO DE CUIDADORES DE PERSONAS CON DEPENDENCIA “CUNA DE CUIDADORES”,GRUPO CUIDADORES PERSONAS CON DEPENDENCIA “CUNA CUIDADORES”,53.334.668-5,PROGS,OTROS
f9fc43b5-89c4-4aa1-9baa-cc4f9a961a9c,"AGRUPACIÓN SOCIAL, CULTURAL, EDUCATIVA Y DEPORTIVA SIPALKI-DO CHILE","AGRUPACIÓN SOCIAL, CULTURAL, EDUCATIVA Y DEPORTIVA SIPALKI-DO CHILE",AGRUPACIÓN EDUCATIVA SIPALKI DO CHILE,65.185.509-8,PROGS,OSC
4b3c1233-7960-4364-b095-447abded4ccd,ASOCIACION DE FUNCIONARIOS DE LA SALUD MUNICIPALIZADA DE SAN CARLOS,ASOC FUNCIONARIOS DE LA SALUD MUNICIPALIZADA DE SAN CARLOS,ASOC FUNCIONARIOS SALUD MUNICIPALIZADA SAN CARLOS,73.984.300-6,PROGS,OSC
e7a36dba-c7a4-4032-8ca4-b092b9f32e8a,UNIÓN COMUNAL DE JUNTAS DE VECINOS SECTOR RURAL COMUNA DE QUIRIHUE.,UNIÓN COMUNAL DE JUNTAS DE VECINOS SECTOR RURAL COMUNA DE QUIRIHUE.,UNIÓN COMUNAL JUNTAS VECINOS SECTOR RURAL COMUNA QUIRIHUE,65.447.200-9,PROGS,OSC
ed2fbda7-9fca-4f36-94b5-0fb7b59da317,SINDICATO DE TRABAJADORES INDEPENDIENTES AGRÍCOLAS TEJIENDO SUEÑOS,SINDICATO DE TRABAJADORES INDEPENDIENTES AGRÍCOLAS TEJIENDO SUEÑOS,SINDICATO TRABAJADORES INDEPENDIENTES AGRÍCOLAS TEJIENDO SUEÑOS,65.106.368-K,PROGS,OTROS
b257a999-9b66-4381-93ba-027874bd3164,CONSEJO VECINAL DE DESARROLLO BARRIO 11 DE SEPTIEMBRE LOS CASTAÑOS,CONSEJO VECINAL DE DESARROLLO BARRIO 11 DE SEPTIEMBRE LOS CASTAÑOS,CONSEJO DESARROLLO BARRIO 11 SEPTIEMBRE CASTAÑOS,65.182.165-7,PROGS,OSC
e6182231-1e77-4ae5-9457-d49256532642,CLUB DEPORTIVO SOCIAL Y CULTURAL CABALGADORES EL AMANECER LOURDES,CD SOCIAL Y CULTURAL CABALGADORES EL AMANECER LOURDES,CD CABALGADORES AMANECER LOURDES,65.191.447-7,PROGS,OSC
734156e2-71cc-4140-a7eb-d02f3fa3169f,JUNTA DE VECINOS N°12 ORIENTE FUTURO DE LA VILLA DOÑA FRANCISCA 3,JV N°12 ORIENTE FUTURO DE LA VILLA DOÑA FRANCISCA 3,JV N°12 ORIENTE FUTURO VILLA DOÑA FRANCISCA 3,65.777.280-1,PROGS,OSC
d75714bc-a7cc-4a65-8e6c-8951299e8533,AGRUPACION DE FAMILIARES Y AMIGOS DE PERSONAS CON T.E.A. TREHUACO,AGRUPACION DE FAMILIARES Y AMIGOS DE PERSONAS CON T.E.A. TREHUACO,AGRUPACION FAMILIARES AMIGOS PERSONAS CON T E A TREHUACO,65.203.345-8,PROGS,OSC
a80e6dc0-ec86-4871-a2cb-b18554808e17,CONSEJO DE DESARROLLO DEL HOSPITAL DR. EDUARDO CONTRERAS TRABUCCO,CONSEJO DE DESARROLLO DEL HOSPITAL DR. EDUARDO CONTRERAS TRABUCCO,CONSEJO DESARROLLO HOSPITAL DR EDUARDO CONTRERAS TRABUCCO,65.041.293-1,PROGS,OSC
629c2de2-52e1-406c-adb9-22fd4d8a4530,CLUB DEPORTIVO SOCIAL Y CULTURAL TAEKWONDO RYU TOSHI SAN NICOLAS,CD SOCIAL Y CULTURAL TAEKWONDO RYU TOSHI SAN NICOLAS,CD TAEKWONDO RYU TOSHI SAN NICOLAS,65.060.248-K,PROGS,OSC
a5bb535c-a2b0-4afb-bb54-6aca6bd37cf4,ASOCIACIÓN PARA EL DESARROLLO DEL TURISMO RURAL DE NINHUE ADETUR,ASOCIACIÓN PARA EL DESARROLLO DEL TURISMO RURAL DE NINHUE ADETUR,ASOCIACIÓN DESARROLLO TURISMO RURAL NINHUE ADETUR,53.334.701-0,PROGS,OSC
5bd964df-1ca2-4f19-9584-5fe2151375fb,TALLER DE MANUALIDADES LAS ESTRELLAS DE SAN IGNACIO DE PALOMARES,TALLER DE MANUALIDADES LAS ESTRELLAS DE SAN IGNACIO DE PALOMARES,TALLER MANUALIDADES ESTRELLAS SAN IGNACIO PALOMARES,65.180.088-9,PROGS,OSC
f8c5d548-951c-483e-80b9-0419bc9b1170,CENTRO GENERAL DE PADRES Y APODERADOS DE LA ESCUELA F-155 CHACAY,CENTRO GENERAL DE PADRES Y APODERADOS DE LA ESCUELA F-155 CHACAY,CENTRO PADRES APODERADOS ESCUELA F 155 CHACAY,65.556.250-8,PROGS,OTROS
2df69210-fc1b-4ded-a813-6ee82401e72f,COMITÉ DE ADELANTO Y DESARROLLO LOS ALTOS AMANECER DE PORTEZUELO,COMITÉ DE ADELANTO Y DESARROLLO LOS ALTOS AMANECER DE PORTEZUELO,COMITÉ ADELANTO DESARROLLO ALTOS AMANECER PORTEZUELO,65.201.858-0,PROGS,OSC
f523142f-9a57-4c75-95f0-6523fa905b29,"AGRUPACIÓN DE PADRES Y CUIDADORES POR LA NEURODIVERSIDAD, AFAMNE","AGRUPACIÓN DE PADRES Y CUIDADORES POR LA NEURODIVERSIDAD, AFAMNE",AGRUPACIÓN PADRES CUIDADORES POR NEURODIVERSIDAD AFAMNE,65.224.373-8,PROGS,OSC
121fb3ca-c55c-41bb-9b74-6e0dfec1671f,AGRUPACIÓN DE ADULTOS MAYORES LOS AÑOS DORADOS DE CAPILLA NORTE,AGRUPACIÓN DE ADULTOS MAYORES LOS AÑOS DORADOS DE CAPILLA NORTE,AGRUPACIÓN ADULTOS MAYORES AÑOS DORADOS CAPILLA NORTE,65.325.830-5,PROGS,OSC
d09ffcd3-dcf5-4844-a8c6-29cbce7192ce,AGRUPACIÓN DE PERSONAS CON DISCAPACIDAD FUTURO EXITOSO EL TEJAR,AGRUPACIÓN DE PERSONAS CON DISCAPACIDAD FUTURO EXITOSO EL TEJAR,AGRUPACIÓN PERSONAS CON DISCAPACIDAD FUTURO EXITOSO TEJAR,65.188.204-4,PROGS,OSC
96748ba4-adb7-4ea1-95df-838a5bece95e,UNION COMUNAL DE CLUBES DEPORTIVOS ASOCIACION DE FUTBOL VECINAL,UNION COMUNAL DE CLUBES DEPORTIVOS ASOCIACION DE FUTBOL VECINAL,UNION COMUNAL CLUBES DEPORTIVOS ASOCIACION FUTBOL,74.269.800-9,PROGS,OSC
e0fa8139-ff96-45dc-bd8a-c55374f3befb,CENTRO DE PADRES Y APODERADOS COLEGIO SAGRADO CORAZON DE JEMOS.,CENTRO DE PADRES Y APODERADOS COLEGIO SAGRADO CORAZON DE JEMOS.,CENTRO PADRES APODERADOS COLEGIO SAGRADO CORAZON JEMOS,75.774.300-0,PROGS,OSC
7c3b50fb-82d5-48d8-9888-506cc863993c,AGRUPACIÓN DE MUJERES PRO SALUD NUEVA ESPERAZA POSTA RANGUELMO.,AGRUPACIÓN DE MUJERES PRO SALUD NUEVA ESPERAZA POSTA RANGUELMO.,AGRUPACIÓN MUJERES PRO SALUD NUEVA ESPERAZA POSTA RANGUELMO,65.723.160-6,PROGS,OSC
db47a0de-c8e4-4c9c-824c-b663d0260205,COMITE DE ADELANTO Y DESARROLO CONJUNTO RESIDENCIAL SAN ALBERTO,COMITE DE ADELANTO Y DESARROLO CONJUNTO RESIDENCIAL SAN ALBERTO,COMITE ADELANTO DESARROLO CONJUNTO RESIDENCIAL SAN ALBERTO,65.077.832-2,PROGS,OSC
1a07e1ec-c8a9-41ad-a67c-3dbeb486fa8a,COMITE DE ADELANTO Y DESARROLLO POR EL BIENESTAR DE LOS VECINOS,COMITE DE ADELANTO Y DESARROLLO POR EL BIENESTAR DE LOS VECINOS,COMITE ADELANTO DESARROLLO POR BIENESTAR VECINOS,65.096.757-7,PROGS,OSC
